!!!	국가	미국
!!!	장르	댄스 펑크
!!!	장르	인디 록
한국조리과학고등학교	국가	대한민국
한국조폐공사	국가	대한민국
한국조폐공사	본사위치	대한민국
한국조폐공사	창립	1951년
한국종교지도자협의회	본부	대한민국
한국종교지도자협의회	언어	한글
한국종합기술	국가	대한민국
한국종합기술	본사위치	대한민국
한국주얼리페어	국가	대한민국
한국주얼리페어	주소	서울특별시
한국주얼리페어	주소	코엑스
한국중부발전	모기관	한국전력공사
한국지속농업산학연구회	본부	대한민국
한국지속농업산학연구회	언어	한글
한국지속농업산학연구회	지도자	이재욱
한국지속농업산학연구회	창립	1996년
한국지역난방공사	국가	대한민국
한국지역난방공사	본사위치	대한민국
한국진	국적	대한민국
한국진	직책	배우
한국천주교중앙협의회	본부	대한민국
한국천주교중앙협의회	언어	한국어
한국철도대학	국가	대한민국
한국철도대학	창립	1905년
한국체육대학교	국가	대한민국
한국체육대학교	상징	천마
한국체육대학교	종류	국립
한국체육대학교	창립	1976년
한국체육대학교	총장	김성조
한국치즈과학고등학교	개교	1980년
한국치즈과학고등학교	관할	전라북도교육청
한국치즈과학고등학교	국가	대한민국
한국캐피탈	국가	대한민국
한국캐피탈	본사위치	대한민국
한국켄트외국인학교	개교	1993년
한국켄트외국인학교	국가	대한민국
한국콘텐츠진흥원	관할	대한민국 문화체육관광부
한국콘텐츠진흥원	창립	2009년
한국콜마	국가	대한민국
한국콜마	본사위치	대한민국
한국콜마	산업	의약품
한국콜마	산업	화장품
한국콜마	인물	윤상현
한국토지공사	산업	공급
한국토지공사	주주	대한민국 정부
한국투자공사	국가	대한민국
한국투자공사	본사위치	대한민국
한국투자금융지주	국가	대한민국
한국투자금융지주	본사위치	대한민국
한국펫고등학교	개교	1975년
한국펫고등학교	관할	경상북도교육청
한국펫고등학교	교장	이무영
한국펫고등학교	국가	대한민국
한국포도회	본부	대한민국
한국포도회	언어	한글
한국폴리텍다솜고등학교	관할	충청북도교육청
한국폴리텍다솜고등학교	국가	대한민국
한국폴리텍다솜고등학교	그룹	한국폴리텍대학
한국프로축구연맹	본부	대한민국
한국프로축구연맹	언어	한글
한국한방고등학교	개교	2010년
한국한방고등학교	관할	전라북도교육청
한국한방고등학교	국가	대한민국
한국항공우주연구원	국가	대한민국
한국항만물류고등학교	개교	1953년
한국항만물류고등학교	관할	전라남도교육청
한국항만물류고등학교	국가	대한민국
한국현대의상박물관	개관	1993년
한국현대의상박물관	공식명칭	한국현대의상박물관
한국현대의상박물관	국가	대한민국
한국화장품	매출액	456
한국화장품	순이익	582
한국화장품제조	산업	화장품
한국화장품제조	자회사	한국화장품
한국후지쯔	국가	대한민국
한국후지쯔	모기관	후지쯔
한국후지쯔	제품	서버
한규종	국적	대한민국
한규종	종족	테란
한규진	국적	대한민국
한규진	본명	한규진
한규현	국적	대한민국
한규현	소속일	2014년
한규현	포지션	포수
한그림	국적	대한민국
한그림	본명	이나영
한그림	직책	배우
한극함	참전	임진왜란
한글날	공식명칭	한글날
한금산	국적	대한민국
한금산	사망일	1943년
한금산	장르	시
한금산	직책	작가
한기주	국적	대한민국
한기주	소속일	2006년
한기주	포지션	투수
한기중	국적	대한민국
한기중	직책	배우
한끼줍쇼	국가	대한민국
한끼줍쇼	언어	한국어
한끼줍쇼	음성	디지털
한끼줍쇼	장르	리얼 버라이어티
한끼줍쇼	저자	신유진
한끼줍쇼	제작	JTBC
한끼줍쇼	책임프로듀서	윤현준
한끼줍쇼	추가채널	E채널
한끼줍쇼	추가채널	JTBC2
한끼줍쇼	추가채널	드라마큐브
한끼줍쇼	출연	강호동
한끼줍쇼	출연	이경규
한끼줍쇼	프로듀서	안정현
한끼줍쇼	프로듀서	이나라
한끼줍쇼	해설	김세원
한남군	가문	전주 이씨
한남군	가문	조선
한남군	휘	이어
한남대교	관리	서울특별시청
한남대교	국적	대한민국
한남동	법정동	한남동
한남여객운수	국가	대한민국
한남여객운수	본사위치	대한민국
한남여객운수	제품	시내버스
한남여객운수	하위기관	하이버스
한녀	국가	대한민국
한녀	언어	한국어
한녀	음악	마상원
한녀	저자	김영한
한녀	촬영	정광석
한녀	편집	현동춘
한노단	국적	대한민국
한노단	사망일	경성부
한노단	장르	희곡
한노단	직책	작가
한다민	국적	대한민국
한다민	직책	배우
한다사중학교	개교	2016년
한다사중학교	관할	경상남도하동교육지원청
한다사중학교	국가	대한민국
한다이뵤인마에역	관할	오사카 고속철도
한다이뵤인마에역	역번호	52
한다정	국적	대한민국
한다정	본명	김민경
한다정	장르	트로트
한다정	직책	가수
한대호	국적	대한민국
한대호	배우자	김지수
한대화	국적	대한민국
한대화	데뷔	1983년
한대화	마지막경기	1997년
한대화	소속일	1983년
한대희	그룹	더불어민주당
한대희	전임	김윤주
한덕수	국적	대한민국
한덕수	그룹	무소속
한덕수	대통령	노무현
한도우	국적	대한민국
한도우	사망일	대한민국
한도우	직책	배우
한동글로벌학교	개교	2001년 5월
한동글로벌학교	관할	경상북도교육청
한동글로벌학교	국가	대한민국
한동수	국적	대한민국
한동수	그룹	자유한국당
한동욱	국적	대한민국
한동욱	종족	테란
한동초등학교	관할	제주시교육지원청
한동초등학교	국가	대한민국
한동희	국적	대한민국
한동희	소속일	2018년
한동희	포지션	3루수
한라그룹	국가	대한민국
한라그룹	모기관	만도
한라그룹	본사위치	대한민국
한라그룹	창립	1962년
한라그룹	창립자	정인영
한라봉	속	귤속
한라봉	종	만다린
한라산	관리	제주특별자치도
한라산	종류	순상 화산
한라일보	국가	대한민국
한라일보	언어	한국어
한라중학교	관할	제주시교육지원청
한라중학교	국가	대한민국
한라체육관	소유자	제주시
한라체육관	운영	제주시
한라초등학교	관할	제주시교육지원청
한라초등학교	국가	대한민국
한라홀딩스	국가	대한민국
한라홀딩스	본사위치	대한민국
한라홀딩스	인물	임기영
한려해상국립공원	국가	대한민국
한룡국	국적	조선민주주의인민공화국
한룡국	직책	정치인
한림공업고등학교	개교	1953년
한림공업고등학교	관할	제주특별자치도교육청
한림공업고등학교	교감	박종관
한림공업고등학교	국가	대한민국
한림국제대학원대학교	국가	대한민국
한림대학교	국가	대한민국
한림대학교	상징	소나무
한림대학교	종교	무교
한림대학교	창립	1982년
한림대학교	창립자	윤덕선
한림대학교	총장	김중수
한림대학교	표어	사랑
한림대학교	표어	진실
한림여자중학교	관할	제주시교육지원청
한림여자중학교	교감	김한국
한림여자중학교	교훈	순결
한림여자중학교	국가	대한민국
한림읍	법정리	15
한마음고등학교	개교	2003년
한마음고등학교	관할	충청남도교육청
한마음고등학교	교장	구자명
한마음고등학교	국가	대한민국
한만수	출생지	대한민국
한만춘	전임	전병덕
한만춘	출생지	대한민국
한말숙	국적	대한민국
한말숙	배우자	황병기
한말숙	장르	소설
한말숙	직책	소설가
한명수	국적	대한민국
한명수	소속일	1989년
한명수	포지션	투수
한명숙	국적	대한민국
한명숙	그룹	무소속
한명숙	대통령	노무현
한명숙	배우자	박성준
한명숙	자녀	박한길
한명재	국적	대한민국
한명재	직책	아나운서
한명회	국적	조선
한명회	자녀	장순왕후
한명회	장르	시조
한명회	장르	한시
한명회	직책	군인
한명회	직책	문신
한명회	직책	시인
한명회	직책	작가
한명회	직책	정치인
한뫼초등학교	관할	경기도고양교육지원청
한뫼초등학교	국가	대한민국
한무	국적	대한민국
한무	배우자	김옥경
한무숙	국적	대한민국
한무숙	언어	한국어
한무숙	장르	소설
한무숙	장르	수필
한무숙	장르	희곡
한무숙	직책	극작가
한무숙	직책	삽화가
한무숙	직책	소설가
한무협	국적	대한민국
한무협	복무	대한민국 육군
한무협	지휘관	육군훈련소
한무협	참전	베트남 전쟁
한문	어족	중국어
한문	어족	중국어파
한문	어족	중국티베트어족
한문	어족	한문
한문배	출생지	대한민국
한문배	현소속팀	수원고등학교
한미연합군사령부	국가	대한민국
한미연합군사령부	국가	미국
한미연합군사령부	그룹	대한민국 국방부
한미연합군사령부	그룹	미국 국방부
한미연합군사령부	명령체계	주한 미군
한미연합사단	규모	사단
한미연합사단	명령체계	한미연합군사령부
한민구	국적	대한민국
한민구	그룹	무소속
한민구	복무	대한민국 육군
한민족	언어	영어
한민족	언어	일본어
한민족	언어	중국어
한민족	언어	한국어
한민족	종교	개신교
한민족	종교	대종교
한민족	종교	무속신앙
한민족	종교	불교
한민족	종교	유교
한받	장르	펑크
한받	장르	포크
한받	종교	개신교
한받	직책	싱어송라이터
한밤나라	국가	대한민국
한밤나라	분야	음악
한밤나라	제작	경기방송
한밭고등학교	개교	1983년
한밭고등학교	관할	대전광역시교육청
한밭고등학교	교장	임창수
한밭고등학교	국가	대한민국
한밭교육박물관	공식명칭	한밭교육박물관
한밭교육박물관	국가	대한민국
한밭대학교	국가	대한민국
한밭대학교	상징	독수리
한밭대학교	상징	백목련
한밭대학교	상징	소나무
한밭대학교	종류	국립
한밭대학교	창립	1927년
한밭대학교	총장	최병욱
한밭대학교	표어	성실
한밭대학교	표어	인화
한밭대학교	표어	창조
한밭중학교	개교	1951년
